endbr64, sub_rsp_8, mov_rax_qword_ptr_[rip+0x@@ 34@@ fa@@ 9], test_rax_rax, je_4, call_rax, add_rsp_8, ret
push_qword_ptr_[rip+0x@@ 34@@ a5@@ a], b@@ nd@@ _@@ jmp@@ _qword_ptr_[rip+0x@@ 34@@ a@@ 5b@@ ]
endbr64, push_r12, push_rbx, sub_rsp_0x18, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+8]_rax, xor_eax_eax, test_edi_edi, jne_0x2b, mov_r12d_1, mov_rax_qword_ptr_[rsp+8], xor_rax_qword_ptr_fs:[0x28], jne_0xa@@ b, add_rsp_0x18, pop_rbx, mov_eax_r12d, pop_r12, ret, mov_ebx_edi, call_0xffffffffffffe@@ 85@@ 6, test_eax_eax, je_0xffffffffffffffce, lea_rsi_[rsp+4], mov_edi_ebx, call_0xffffffffffffaa@@ e6, mov_r12d_eax, test_eax_eax, jne_0x2c, lea_r9_[rip+0x@@ 1d@@ 10@@ 3], lea_r8_[rip+0x@@ f@@ 4e@@ 1], xor_ecx_ecx, mov_edx_0xa@@ 98, lea_rsi_[rip+0xf@@ 60@@ 3], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffff99, mov_esi_dword_ptr_[rsp+4], mov_edi_ebx, call_0xffffffffffffa@@ 28@@ a, mov_r12d_eax, test_eax_eax, jne_0xffffffffffffff@@ 7f, sub_rsp_8, push_rbx, lea_r10_[rip+0x@@ 1d@@ 0@@ be], mov_edx_0xa@@ 9b, xor_eax_eax, mov_r9d_ebx, lea_r8_[rip+0x10@@ fc@@ d], mov_ecx_0xffffffff, lea_rsi_[rip+0xf@@ 5b@@ 6], mov_edi_3, call_qword_ptr_[r10], pop_rax, pop_rdx, jmp_0xffffffffffffff4c, call_0xfffffffffffe7@@ 00@@ 2
endbr64, push_r12, sub_rsp_0x10, lea_rsi_[rsp+4], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+8]_rax, xor_eax_eax, mov_dword_ptr_[rsp+4]_0, call_0xffffffffffffe@@ 7e@@ 9, mov_r12d_eax, call_0xfffffffffffff@@ 37@@ 1, mov_rax_qword_ptr_[rsp+8], xor_rax_qword_ptr_fs:[0x28], jne_0xc, add_rsp_0x10, mov_eax_r12d, pop_r12, ret, call_0xfffffffffffe6@@ fa@@ 2
endbr64, push_r12, push_rbx, mov_rbx_rsi, sub_rsp_0x18, lea_rsi_[rsp+4], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+8]_rax, xor_eax_eax, mov_dword_ptr_[rsp+@@ 4]_1, call_0xffffffffffffe@@ 78@@ 5, mov_r12d_eax, test_eax_eax, je_0xa, mov_eax_dword_ptr_[rsp+4], test_eax_eax, jne_0x2b, call_0xfffffffffffff30@@ 1, mov_dword_ptr_[rbx@@ ]_1, mov_rax_qword_ptr_[rsp+8], xor_rax_qword_ptr_fs:[0x28], jne_0x1e, add_rsp_0x18, pop_rbx, mov_eax_r12d, pop_r12, ret, mov_dword_ptr_[rbx]_0, mov_r12d_1, jmp_0xffffffffffffffd6, call_0xfffffffffffe@@ 6f@@ 1@@ a
push_r12, xor_eax_eax, mov_r12_rdi, push_rbx, sub_rsp_8, test_rdi_rdi, je_0x31, mov_rbx_qword_ptr_[r@@ 12+0x10], mov_qword_ptr_[r12+0x10]_rax, mov_rdi_qword_ptr_[r@@ 12+0x18], call_0xffffffffffffff@@ e0, mov_qword_ptr_[r12+0x1@@ 8]_rax, mov_rax_r12, test_rbx_rbx, je_0x10, mov_r12_rbx, jmp_0xffffffffffffffdc, add_rsp_8, pop_rbx, mov_rax_r12, pop_r12, ret
push_r12, mov_r10_rsi, mov_rsi_rdx, push_rbp, mov_r12_rcx, mov_ebp_r8d, push_rbx, mov_rbx_rdx, call_r10, test_rax_rax, je_0x39, mov_rax_qword_ptr_[rax+0x20], test_rax_rax, je_0x30, cmp_dword_ptr_[rax]_2, je_0x69, lea_r10_[rip+0x@@ 1c@@ f20], mov_r9_rbx, lea_r8_[rip+0x10@@ f0@@ e], xor_ecx_ecx, mov_edx_0x3@@ d6, lea_rsi_[rip+0x1@@ 13@@ 54], mov_edi_0x84, xor_eax_eax, call_qword_ptr_[r10], test_r12_r12, je_0x33, sub_rsp_8, push_r12, lea_r10_[rip+0x@@ 1c@@ ee@@ c], mov_edx_0x3@@ da, xor_eax_eax, mov_r9_rbx, lea_r8_[rip+0x10@@ f0@@ 3], xor_ecx_ecx, lea_rsi_[rip+0x1@@ 13@@ 1e], mov_edi_6, call_qword_ptr_[r10], pop_rax, pop_rdx, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, ret, mov_rax_qword_ptr_[rax+8], test_ebp_ebp, jne_0x12, cmp_byte_ptr_[rax]_0, jne_0xd, test_r12_r12, je_0xffffffffffffffe8, jmp_0xffffffffffffff87, mov_r12_rax, jmp_0xffffffffffffffd@@ d
push_rbp, mov_r8_rsi, mov_rsi_rdx, push_rbx, mov_rbp_rdx, mov_rbx_rcx, sub_rsp_8, call_r8, test_rax_rax, je_0x11, mov_rax_qword_ptr_[rax+0x20], test_rax_rax, je_8, mov_ecx_dword_ptr_[rax], test_ecx_ecx, je_0x41, sub_rsp_8, push_rbx, lea_r10_[rip+0x@@ 1c@@ e6@@ b], mov_r9_rbp, mov_edx_0x3@@ f5, xor_eax_eax, lea_r8_[rip+0x10@@ eb@@ 2], xor_ecx_ecx, lea_rsi_[rip+0x1@@ 12@@ 9d], mov_edi_6, call_qword_ptr_[r10], pop_rax, pop_rdx, add_rsp_8, mov_rax_rbx, pop_rbx, pop_rbp, ret, mov_rax_qword_ptr_[rax+8], add_rsp_8, pop_rbx, pop_rbp, ret
push_rbx, mov_r8_rsi, mov_rsi_rdx, sub_rsp_0x10, mov_rbx_rdx, movss@@ _dword_ptr_[rsp+0x@@ c@@ ]_xmm0, call_r8, test_rax_rax, je_0x10, mov_rax_qword_ptr_[rax+0x20], test_rax_rax, je_7, cmp_dword_ptr_[rax@@ ]_1, je_0x48, lea_r10_[rip+0x@@ 1c@@ de@@ f], mov_r9_rbx, pxor_xmm0_xmm0, lea_r8_[rip+0x10@@ e6@@ 9], xor_ecx_ecx, mov_edx_0x40@@ 4, lea_rsi_[rip+0x1@@ 12@@ 1f], mov_edi_6, mov_eax_1, cvtss2@@ sd_xmm0@@ _dword_ptr_[rsp+0xc], call_qword_ptr_[r10], movss_xmm0@@ _dword_ptr_[rsp+0xc], add_rsp_0x10, pop_rbx, ret, movss_xmm0@@ _dword_ptr_[r@@ ax+8], add_rsp_0x10, pop_rbx, ret
push_r15, push_r14, push_r13, push_r12, push_rbp, mov_rbp_rdi, push_rbx, sub_rsp_8, mov_r13_qword_ptr_[r@@ di+0x20], mov_r12_qword_ptr_[r@@ di+8], mov_qword_ptr_[rdi+0x1@@ 8]_r13, cmp_r13@@ _r12, je_0xbc, mov_rbx_r13, movsx@@ _r15@@ _byte_ptr_[rbx], mov_r14d_esi, cmp_r15b@@ _0x23, je_0x6f, call_0xfffffffffffe6@@ 9c0, mov_rdx_qword_ptr_[rax], test_byte_ptr_[r@@ dx+r@@ 15*@@ 2+1]_0x20, je_0xaa, cmp_r12_rbx, je_0x81, call_0xfffffffffffe6@@ 9a7, mov_rdx_qword_ptr_[rax], jmp_0x1a, cmp_al_0xa, jne_5, inc_dword_ptr_[r@@ bp+0x28], inc_rbx, mov_qword_ptr_[rbp+0x@@ 20]@@ _rbx, cmp_rbx_r12, je_0x5f, movsx_rcx@@ _byte_ptr_[rbx], mov_rax_rcx, test_byte_ptr_[rdx@@ +rcx*@@ 2+1]_0x20, jne_0xffffffffffffffe1, mov_qword_ptr_[rbp+0x1@@ 8]_rbx, cmp_rbx_r12, je_0x4c, mov_r13_rbx, mov_rbx_qword_ptr_[r@@ bp+0x20], movsx@@ _r15@@ _byte_ptr_[rbx], cmp_r15b@@ _0x23, jne_0xffffffffffffff9f, cmp_rbx_r12, je_0x1@@ aa, lea_rax_[rbx+1], jmp_0x17, movzx_edx_byte_ptr_[rax], inc_rax, test_dl_dl, je_0xffffffffffffff@@ 94, cmp_dl_0xa, je_0xffffffffffffff@@ 8f, mov_qword_ptr_[rbp+0x20]_rax, mov_rbx_rax, cmp_r12_rax, jne_0xffffffffffffffe7, jmp_0xffffffffffffffb6, mov_qword_ptr_[rbp+0x1@@ 8]_r12, mov_dword_ptr_[rbp+0x@@ 10]@@ _0xc, add_rsp_8, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, cmp_byte_ptr_[r13]_0, je_0xffffffffffffffdf, mov_eax_0x@@ 9@@ 20, bt_rax@@ _r14, jae_0x@@ 70, mov_dword_ptr_[rbp+0x@@ 10]_0, movzx_eax_byte_ptr_[rbx], sub_eax@@ _0x22, cmp_al_0x5@@ b, ja_0x2@@ 07, lea_rcx_[rip+0x@@ 112@@ 2e], movzx_eax_al, movsxd_rax_dword_ptr_[r@@ cx+rax*4], add_rax_rcx, jmp_rax, mov_qword_ptr_[rbp+0x@@ 20]@@ _r12, add_rsp_8, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, mov_dword_ptr_[rbp+0x@@ 10]_0, movzx_eax_byte_ptr_[rbx], cmp_al_0x3d, jg@@ _0x8@@ c, cmp_al_0x2@@ 1, jle_0x@@ 1d, sub_eax@@ _0x22, cmp_al@@ _0x1b, ja@@ _0x16, lea_rcx_[rip+0x@@ 113@@ 28], movzx_eax_al, movsxd_rax_dword_ptr_[r@@ cx+rax*4], add_rax_rcx, jmp_rax, mov_dword_ptr_[rbp+0x@@ 10]@@ _0xa, cmp_rbx_r12, je_0xffffffffffffff@@ ad, xor_edi_edi, jmp_0x18, test_byte_ptr_[rdx@@ +rax*2+1]_0x20, jne_0x31, inc_rbx, cmp_rbx_r12, je_0x29, movsx_rax@@ _byte_ptr_[rbx], test_al_al, je_0x21, cmp_al_0x2@@ 3, setne_cl, cmp_al_0x7@@ b, setne_sil, and_ecx@@ _esi, mov_esi_eax, and_esi@@ _0xffffff@@ bf, cmp_sil@@ _0x3d, setne_sil, test_cl@@ _sil, jne_0xffffffffffffffcc, mov_r12_rbx, test_edi_edi, je_0xffffffffffffff@@ 65, mov_dword_ptr_[rbp+0x@@ 10@@ ]_4, mov_r12_rbx, jmp_0xffffffffffffff55, cmp_al_0x7@@ b, je_0x12@@ e, jle_0x@@ 18, cmp_al_0x7@@ d, jne_0xffffffffffffff@@ 8d, mov_dword_ptr_[rbp+0x@@ 10@@ ]_7, lea_r12_[r@@ bx+1], jmp_0xffffffffffffff37, cmp_al_0x5@@ b, je_0x1@@ 1e, cmp_al@@ _0x5d, jne_0xffffffffffffff@@ 6f, mov_dword_ptr_[rbp+0x@@ 10@@ ]_9, lea_r12_[r@@ bx+1], jmp_0xffffffffffffff15, mov_qword_ptr_[rbp+0x1@@ 8]_rbx, jmp_0xfffffffffffffe@@ 88, mov_dword_ptr_[rbp+0x@@ 10]@@ _0xa, cmp_rbx_r12, je_0xfffffffffffffe@@ d7, mov_edi_1, jmp_0xfffffffffffffe@@ 9a, mov_dword_ptr_[rbp+0x@@ 10@@ ]_6, lea_r12_[r@@ bx+1], jmp_0xfffffffffffffe@@ 15, mov_dword_ptr_[rbp+0x@@ 10@@ ]_8, lea_r12_[r@@ bx+1], jmp_0xfffffffffffffe@@ 0@@ 5
push_r13, push_r12, push_rbp, push_rbx, sub_rsp_0x1000, or_qword_ptr_[rsp]_0, sub_rsp_0xe8, mov_qword_ptr_[rsp+0x10@@ 40]_rdx, mov_qword_ptr_[rsp+0x10@@ 4@@ 8]_rcx, mov_qword_ptr_[rsp+0x10@@ 5@@ 0]_r8, mov_qword_ptr_[rsp+0x10@@ 5@@ 8]_r9, mov_rbx_rdi, mov_r12_rsi, test_al_al, je_0x42, movaps_xmmword_ptr_[r@@ sp+0x10@@ 60]_xmm0, movaps_xmmword_ptr_[r@@ sp+0x10@@ 70]_xmm1, movaps_xmmword_ptr_[r@@ sp+0x10@@ 80@@ ]_xmm2, movaps_xmmword_ptr_[r@@ sp+0x10@@ 90@@ ]_xmm3, movaps_xmmword_ptr_[r@@ sp+0x10@@ a0@@ ]_xmm4, movaps_xmmword_ptr_[r@@ sp+0x10@@ b0@@ ]_xmm5, movaps_xmmword_ptr_[r@@ sp+0x10@@ c0@@ ]_xmm6, movaps_xmmword_ptr_[r@@ sp+0x10@@ d0@@ ]_xmm7, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x10@@ 28]_rax, xor_eax_eax, lea_r13_[r@@ sp+8], lea_rax_[rsp+0x1@@ 110], lea_rbp_[rsp+0x20], mov_qword_ptr_[rsp+0x10]_rax, mov_r8_r12, lea_rax_[r@@ sp+0x10@@ 30], mov_ecx_0x1000, mov_edx_1, mov_r9_r13, mov_esi_0x1000, mov_rdi_rbp, mov_qword_ptr_[rsp]_0, mov_dword_ptr_[rsp+8]@@ _0x10, mov_dword_ptr_[rsp+0xc]@@ _0x30, mov_qword_ptr_[rsp+0x18]_rax, call_0xfffffffffffe@@ 64@@ 26, lea_r8_[rip+0x10@@ 9d@@ 2], mov_ecx_0xffffffff, mov_edx_0x@@ fd, test_eax_eax, js@@ _0xfe, cmp_eax@@ _0xfff, jg_0x@@ 9b, mov_rsi_qword_ptr_[rsp], mov_rdi_qword_ptr_[rbx], test_rsi_rsi, cmove_rsi@@ _rbp, xor_edx_edx, call_0x4f@@ 6d, mov_r12d_eax, test_eax_eax, jne_0x63, lea_r9_[rip+0x@@ 1c@@ 8d@@ a], mov_edi_3, lea_r8_[rip+0x10@@ 9d@@ 6], mov_ecx_0xffffffff, mov_edx_0x1@@ 11, lea_rsi_[rip+0x10@@ d0@@ 9], xor_eax_eax, call_qword_ptr_[r9], mov_rdi_qword_ptr_[rsp], call_0xfffffffffffe6@@ 48@@ 4, mov_rax_qword_ptr_[r@@ sp+0x10@@ 28], xor_rax_qword_ptr_fs:[0x28], jne_0xae, add_rsp_0x10@@ e8, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, pop_r13, ret, mov_rdi_qword_ptr_[rsp], mov_r12d_1, call_0xfffffffffffe6@@ 44@@ 6, jmp_0xffffffffffffffc2, lea_rax_[rsp+0x1@@ 110], mov_qword_ptr_[rsp+0x10]_rax, mov_rdi_rsp, lea_rax_[r@@ sp+0x10@@ 30], mov_rdx_r13, mov_rsi_r12, mov_dword_ptr_[rsp+8]@@ _0x10, mov_dword_ptr_[rsp+0xc]@@ _0x30, mov_qword_ptr_[rsp+0x18]_rax, call_0x3a@@ 25, test_eax_eax, jns_0xffffffffffffff@@ 31, lea_r8_[rip+0x10@@ 90@@ 1], mov_ecx_0xffffffff, mov_edx_0x1@@ 0b, lea_r9_[rip+0x@@ 1c@@ 80@@ 9], lea_rsi_[rip+0x10@@ c4@@ e], mov_edi_3, xor_eax_eax, call_qword_ptr_[r9], xor_r12d_r12d, jmp_0xffffffffffffff46, call_0xfffffffffffe@@ 67@@ 6@@ 0
push_rbp, mov_rbp_rsp, push_r13, push_r12, mov_r12_rdi, sub_rsp_0x20, mov_r9d_dword_ptr_[r@@ si], mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rbp-0x18]_rax, xor_eax_eax, cmp_r9d@@ _2, je_0x10b, ja_0x6@@ 5, test_r9d_r9d, je_0xc0, pxor_xmm0_xmm0, cvtss2@@ sd_xmm0@@ _dword_ptr_[r@@ si+8], mov_eax_1, lea_rsi_[rip+0x10@@ b@@ fe], call_0xfffffffffffffd@@ 85, mov_r12d_eax, lea_r8_[rip+0x@@ eb@@ 6b], xor_ecx_ecx, mov_edx_0x1@@ 41, test_eax_eax, je_0x70, mov_r12d_1, mov_rax_qword_ptr_[rbp-0x18], xor_rax_qword_ptr_fs:[0x28], jne_0x1@@ e0, lea_rsp_[rbp-0x@@ 10], mov_eax_r12d, pop_r12, pop_r13, pop_rbp, ret, cmp_r9d@@ _3, jne_0x@@ ec, test_byte_ptr_[r@@ si+0x1@@ 8]_2, lea_rax_[rip+0xa@@ 56@@ a], lea_rdx_[rip+0x11@@ 16@@ e], cmove_rdx_rax, lea_rsi_[rip+0x10@@ b@@ 9a], xor_eax_eax, call_0xfffffffffffffd@@ 17, mov_r12d_eax, test_eax_eax, jne_0xffffffffffffffa2, lea_r8_[rip+0x@@ ea@@ f9], xor_ecx_ecx, mov_edx_0x1@@ 4d, lea_r9_[rip+0x@@ 1c@@ 70@@ 6], lea_rsi_[rip+0x10@@ b4@@ b], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffff80, test_byte_ptr_[r@@ si+0x1@@ a]_1, mov_rdx_qword_ptr_[r@@ si+8], je_0xb8, lea_rsi_[rip+0x10@@ b4@@ 7], xor_eax_eax, call_0xfffffffffffffcc@@ 9, mov_r12d_eax, lea_r8_[rip+0x@@ ea@@ af], xor_ecx_ecx, mov_edx_0x1@@ 46, test_eax_eax, jne_0xffffffffffffff@@ 46, jmp_0xffffffffffffffae, mov_rdi_qword_ptr_[r@@ si+8], mov_qword_ptr_[rbp-0x2@@ 8]_rsi, call_0x3a@@ d8, add_rax@@ _0x17, mov_rdx_rax, mov_rcx_rsp, and_rax@@ _0xffffffffffff@@ f000, sub_rcx_rax, mov_rsi_qword_ptr_[rbp-0x@@ 28], and_rdx@@ _0xfffffffffffffff0, mov_rax_rcx, cmp_rsp@@ _rax, je_0x82, sub_rsp_0x1000, or_qword_ptr_[rsp+0x@@ ff@@ 8]_0, jmp_0xffffffffffffff@@ e7, lea_r10_[rip+0x@@ 1c@@ 65@@ 9], lea_r8_[rip+0x10@@ 78@@ a], mov_ecx_0xffffffff, mov_edx_0x1@@ 51, lea_rsi_[rip+0x10@@ a@@ 8d], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], jmp_0xfffffffffffffe@@ bc, lea_rsi_[rip+0xa@@ b@@ fe], xor_eax_eax, call_0xfffffffffffffc@@ 17, mov_r12d_eax, lea_r8_[rip+0xe@@ 9@@ fd], xor_ecx_ecx, mov_edx_0x1@@ 48, test_eax_eax, jne_0xfffffffffffffe@@ 94, jmp_0xfffffffffffffefc, and_edx@@ _0xfff, sub_rsp@@ _rdx, test_rdx_rdx, jne_0x64, lea_rdi_[rsp+0x@@ f], and_rdi@@ _0xfffffffffffffff0, lea_rdx_[rip+0x10@@ db@@ d], test_byte_ptr_[r@@ si+0x1@@ a]_1, lea_r13_[rip+0x@@ a@@ 40@@ 6], mov_rsi_qword_ptr_[r@@ si+8], cmove@@ _r13@@ _rdx, call_0x3d@@ af, mov_rcx_rax, mov_rdi_r12, mov_r8_r13, mov_rdx_r13, lea_rsi_[rip+0x@@ eb@@ 13], xor_eax_eax, call_0xfffffffffffffb@@ a5, mov_r12d_eax, test_eax_eax, jne_0xfffffffffffffe@@ 30, lea_r8_[rip+0xe@@ 98@@ 3], xor_ecx_ecx, mov_edx_0x1@@ 3d, jmp_0xfffffffffffffe@@ 8a, or_qword_ptr_[r@@ sp@@ +rdx@@ -8]_0, jmp_0xffffffffffffff98, call_0xfffffffffffe@@ 64@@ f@@ 8
mov_rax_rsi, mov_rsi_qword_ptr_[rsi], test_rsi_rsi, je_0x48, push_rbp, mov_rbp_rdi, push_rbx, lea_rbx_[rax@@ +8], sub_rsp_8, jmp_0x14, mov_rsi_qword_ptr_[rbx], add_rbx_8, test_rsi_rsi, je_0x1e, mov_rdi_rbp, call_0xfffffffffffe@@ 5f@@ 41, test_eax_eax, jne_0xffffffffffffffea, add_rsp_8, pop_rbx, mov_eax_1, pop_rbp, ret, add_rsp_8, pop_rbx, xor_eax_eax, pop_rbp, ret, xor_eax_eax, ret
push_r12, mov_r12d_1, push_rbp, mov_rbp_rdi, push_rbx, mov_ebx_esi, sub_rsp_0x60, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x58]_rax, xor_eax_eax, lea_rax_[rip+0xa@@ 5c@@ 4], mov_qword_ptr_[rsp]_rax, lea_rax_[rip+0x10@@ 96@@ 1], mov_qword_ptr_[rsp+8]_rax, lea_rax_[rip+0x@@ ec@@ cd], mov_qword_ptr_[rsp+0x10]_rax, lea_rax_[rip+0x10@@ 94@@ d], mov_qword_ptr_[rsp+0x18]_rax, lea_rax_[rip+0x@@ 12@@ 418], mov_qword_ptr_[rsp+0x30]_rax, lea_rax_[rip+0x10@@ 93@@ a], mov_qword_ptr_[rsp+0x38]_rax, lea_rax_[rip+0x10@@ 93@@ 1], mov_qword_ptr_[rsp+0x40]_rax, mov_rsi_rsp, lea_rax_[rip+0x10@@ 92@@ 6], mov_qword_ptr_[rsp+0x20]_0, mov_qword_ptr_[rsp+0x48]_rax, mov_qword_ptr_[rsp+0x50]_0, call_0xffffffffffffff@@ 09, test_eax_eax, jne_0x18, lea_rsi_[rsp+0x30], mov_rdi_rbp, mov_r12d_eax, call_0xfffffffffffffe@@ f5, test_eax_eax, cmove@@ _r12d@@ _ebx, mov_rax_qword_ptr_[rsp+0x58], xor_rax_qword_ptr_fs:[0x28], jne_0xe, add_rsp_0x60, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, ret, call_0xfffffffffffe6@@ 3b@@ e
push_r12, push_rbp, mov_rbp_rdi, push_rbx, mov_rbx_rsi, mov_esi_0x20, call_0x4c@@ 91, mov_r12_rax, test_rax_rax, je_0x8e, mov_eax_dword_ptr_[rbx], mov_dword_ptr_[r12]_eax, cmp_eax_2, je_0x37, mov_rax_qword_ptr_[rbx+8], mov_qword_ptr_[r12+8]_rax, mov_rsi_qword_ptr_[rbx+0x10], test_rsi_rsi, je_0x18, mov_rdi_rbp, call_0xffffffffffffff@@ c0, mov_qword_ptr_[r12+0x10]_rax, test_rax_rax, je_0x8b, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, ret, mov_rsi_qword_ptr_[rbx+8], mov_rdi_rbp, call_0x4b@@ 89, mov_qword_ptr_[r12+8]_rax, test_rax_rax, jne_0xffffffffffffffc0, lea_r9_[rip+0x@@ 1c@@ 3c@@ 3], lea_r8_[rip+0x10@@ 5@@ 1c], mov_ecx_0xffffffff, mov_edx_0x5@@ 3c, lea_rsi_[rip+0x10@@ 7f@@ 7], mov_edi_3, call_qword_ptr_[r9], xor_r12d_r12d, jmp_0xffffffffffffffb3, lea_r9_[rip+0x@@ 1c@@ 39@@ 1], lea_r8_[rip+0x10@@ 8@@ 16], mov_ecx_0xffffffff, mov_edx_0x5@@ 35, lea_rsi_[rip+0x10@@ 7c@@ 5], mov_edi_3, xor_eax_eax, call_qword_ptr_[r9], jmp_0xffffffffffffff82, lea_r9_[rip+0x@@ 1c@@ 36@@ 1], lea_r8_[rip+0x@@ e7@@ 3f], xor_ecx_ecx, mov_edx_0x5@@ 43, lea_rsi_[rip+0x10@@ 7@@ 98], mov_edi_7, call_qword_ptr_[r9], xor_r12d_r12d, jmp_0xffffffffffffff5@@ 4
push_r12, push_rbp, mov_rbp_rsi, push_rbx, mov_rbx_rdx, sub_rbx@@ _rsi, lea_rsi_[r@@ bx+1], call_0x48@@ 1f, mov_r12_rax, test_rax_rax, je_0x24, mov_rdx_rbx, mov_rsi_rbp, mov_rdi_rax, call_0xfffffffffffe6@@ 50@@ 9, mov_byte_ptr_[r12+r@@ bx]_0, mov_rax_r12, pop_rbx, pop_rbp, pop_r12, ret, lea_r9_[rip+0x@@ 1c@@ 2e@@ 9], xor_eax_eax, lea_r8_[rip+0x10@@ 78@@ a], mov_ecx_0xffffffff, mov_edx_0x3@@ 9b, lea_rsi_[rip+0x10@@ 7@@ 1b], mov_edi_3, call_qword_ptr_[r9], pop_rbx, pop_rbp, mov_rax_r12, pop_r12, ret
push_r15, push_r14, mov_r14_rsi, push_r13, mov_r13_rdi, push_r12, push_rbp, push_rbx, mov_rbx_rdx, sub_rsp_0x18, mov_dword_ptr_[rsp+8]_ecx, test_rsi_rsi, je_0x1@@ ef, mov_rbp_qword_ptr_[r@@ si+0x18], mov_rax_rbp, or_rax@@ _rdi, test_r13_r13, setne@@ _byte_ptr_[rsp+0x@@ f], test_rax_rax, jne_0xa, jmp_0x3d, inc_rbx, movzx_eax_byte_ptr_[rbx], cmp_al_0x2f, je_0xfffffffffffffff@@ 8, mov_r12_rbx, test_al_al, jne_0xd, jmp_0x16, cmp_al_0x2f, je_0xd, movzx_eax_byte_ptr_[rbx+1], inc_rbx, test_al_al, jne_0xfffffffffffffff3, mov_ecx_dword_ptr_[rsp+8], test_ecx_ecx, je_0x8b, test_r13_r13, jne_0x1a, xor_r15d_r15d, add_rsp_0x18, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, mov_rax_r15, pop_r15, ret, mov_esi_0x30, mov_rdi_r13, call_0x4a@@ 78, mov_r15_rax, test_rax_rax, je_0x12@@ 2, mov_rdx_rbx, mov_rsi_r12, mov_rdi_r13, call_0xfffffffffffffec@@ e, mov_qword_ptr_[r15]_rax, test_r14_r14, je_0xf8, mov_rax_qword_ptr_[r@@ 14+0x18], mov_qword_ptr_[r15+@@ 8]_r14, mov_qword_ptr_[r15+0x1@@ 0]_rax, mov_qword_ptr_[r14+0x1@@ 8]_r15, mov_r14_r15, movzx_eax_byte_ptr_[rbx], test_al_al, je_0x91, mov_rbp_qword_ptr_[r@@ 14+0x18], mov_rdi_r13, or@@ _rdi@@ _rbp, jne_0xffffffffffffff@@ 5b, jmp_0xffffffffffffff87, mov_r15_rbx, xor_r10d_r10d, sub_r15@@ _r12, test_rbp_rbp, je_0xffffffffffffff@@ 6f, mov_r9_qword_ptr_[r@@ bp], mov_rcx_r12, lea_rsi_[r@@ 9+r@@ 15], mov_rax_r9, jmp_0x12, cmp_rsi_rax, je_0x19, inc_rcx, inc_rax, cmp_byte_ptr_[rcx@@ -1]@@ _dl, jne_0xe, movzx_edx_byte_ptr_[rax], test_dl_dl, jne_0xffffffffffffffeb, cmp_rcx@@ _rbx, je_0x3e, mov_rbp_qword_ptr_[r@@ bp+0x10], test_rbp_rbp, jne_0xffffffffffffffcd, test_r10_r10, jne_0x16, cmp_byte_ptr_[rsp+0x@@ f]_0, jne_0xffffffffffffff@@ 41, test_r10_r10, je_0xffffffffffffff@@ 20, movzx_eax_byte_ptr_[rbx], mov_r14@@ _r10, test_al_al, jne_0xffffffffffffff@@ 7b, mov_r15_r14, jmp_0xffffffffffffff0c, test_r10_r10, mov_qword_ptr_[rsp]_r10, je_0x3e, sub_rsp_8, push_r12, lea_r11_[rip+0x@@ 1c@@ 12@@ 2], mov_edx_0x2@@ 27, xor_eax_eax, lea_r8_[rip+0x10@@ 29@@ c], xor_ecx_ecx, lea_rsi_[rip+0x10@@ 55@@ 7], mov_edi_0x84, call_qword_ptr_[r@@ 11], pop_rax, pop_rdx, mov_r10_qword_ptr_[rsp], jmp_0xffffffffffffff89, mov_r14_r15, jmp_0xffffffffffffff1e, mov_r10@@ _rbp, jmp_0xffffffffffffff7c, lea_rbx_[rip+0x@@ 1c@@ 0@@ e4], xor_ecx_ecx, xor_eax_eax, lea_r8_[rip+0xe@@ 4b@@ e], mov_edx_0x200, lea_rsi_[rip+0x10@@ 5@@ 19], mov_edi_7, call_qword_ptr_[r@@ bx], lea_r8_[rip+0xe@@ 4a@@ 4], xor_ecx_ecx, mov_edx_0x2@@ 32, lea_rsi_[rip+0x10@@ 4@@ fd], mov_edi_7, xor_eax_eax, call_qword_ptr_[r@@ bx], jmp_0xfffffffffffffe@@ 73, mov_rax_rdi, xor_ebp_ebp, jmp_0xfffffffffffffe@@ 1@@ c
