endbr64, sub_rsp_8, mov_rax_qword_ptr_[rip+0x34fa9], test_rax_rax, je_4, call_rax, add_rsp_8, ret
push_qword_ptr_[rip+0x34a5a], bnd_jmp_qword_ptr_[rip+0x34a5b]
endbr64, push_r12, push_rbp, push_rbx, mov_rbx_rdi, call_0xfffffffffffe3485, mov_rbp_rax, test_rax_rax, je_0xd1, mov_rdi_rbp, call_0xfffffffffffe3a81, test_rax_rax, je_0x41, cmp_word_ptr_[rax+0x13]_0x2e, je_0xffffffffffffffee, cmp_word_ptr_[rax+0x13]_0x2e2e, je_0x1a, mov_rdi_rbp, xor_r12d_r12d, call_0xfffffffffffe3902, test_eax_eax, jne_0x35, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, ret, cmp_byte_ptr_[rax+0x15]_0, jne_0xffffffffffffffe4, mov_rdi_rbp, call_0xfffffffffffe3a47, test_rax_rax, jne_0xffffffffffffffc8, mov_rdi_rbp, mov_r12d_1, call_0xfffffffffffe38cf, test_eax_eax, je_0xffffffffffffffcf, lea_rax_[rip+0x197ef], mov_rbp_qword_ptr_[rax], call_0xfffffffffffe36fc, mov_edi_dword_ptr_[rax], call_0xfffffffffffe3515, mov_r8_rax, cmp_byte_ptr_[rbx]_0, lea_rdx_[rip+0x7602], lea_rax_[rip+0xbb79], cmove_rax_rdx, sub_rsp_8, push_r8, lea_rcx_[rip+0xbe6c], mov_r9_rbx, push_rcx, lea_r8_[rip+0xbd6f], mov_ecx_0xffffffff, push_rax, mov_edx_0x7a, xor_eax_eax, lea_rsi_[rip+0xdf46], mov_edi_3, call_rbp, add_rsp_0x20, pop_rbx, pop_rbp, mov_eax_r12d, pop_r12, ret, lea_rax_[rip+0x19782], mov_rbp_qword_ptr_[rax], call_0xfffffffffffe368f, mov_edi_dword_ptr_[rax], call_0xfffffffffffe34a8, mov_r8_rax, cmp_byte_ptr_[rbx]_0, lea_rdx_[rip+0x7595], lea_rax_[rip+0xbb0c], cmove_rax_rdx, sub_rsp_8, push_r8, lea_rsi_[rip+0xbd4c], mov_r9_rbx, push_rsi, lea_r8_[rip+0xbd02], mov_ecx_0xffffffff, push_rax, mov_edx_0x71, lea_rsi_[rip+0xdedb], mov_edi_3, xor_eax_eax, call_rbp, xor_r12d_r12d, add_rsp_0x20, jmp_0xfffffffffffffef8
endbr64, push_rbp, mov_rbp_rdi, push_rbx, sub_rsp_8, call_0xfffffffffffe3303, mov_ebx_eax, mov_rdi_rbp, call_0xfffffffffffe3759, test_ebx_ebx, je_0x22, test_eax_eax, jne_0x1e, call_0xfffffffffffe35fc, mov_dword_ptr_[rax]_0, add_rsp_8, mov_eax_0xffffffff, pop_rbx, pop_rbp, ret, or_ebx_eax, setne_al, add_rsp_8, movzx_eax_al, pop_rbx, neg_eax, pop_rbp, ret
endbr64, push_r14, mov_edx_0x1a4, mov_esi_0x41, push_r13, push_r12, push_rbp, push_rbx, mov_rbx_rdi, sub_rsp_0x60, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x58]_rax, xor_eax_eax, call_0xfffffffffffe33c3, test_eax_eax, js_0x10c, mov_qword_ptr_[rsp+8]_0, mov_dword_ptr_[rsp]_1, mov_qword_ptr_[rsp+0x10]_0, mov_ebp_eax, mov_r13d_0x15, mov_r12_rsp, xor_eax_eax, mov_rdx_r12, mov_esi_6, mov_edi_ebp, call_0xfffffffffffe3456, test_eax_eax, jns_0x11f, call_0xfffffffffffe3549, mov_edi_dword_ptr_[rax], lea_eax_[rdi-0xb], and_eax_0xfffffffd, je_0x64, cmp_edi_4, je_0xffffffffffffffd5, lea_r12_[rip+0x1961e], lea_r8_[rip+0xddfa], mov_ecx_0xffffffff, mov_edx_0xb2, lea_rsi_[rip+0xddb0], mov_edi_3, xor_eax_eax, call_qword_ptr_[r12], mov_edi_ebp, call_0xfffffffffffe2eb9, test_eax_eax, jne_0x42, mov_rcx_qword_ptr_[rsp+0x58], xor_rcx_qword_ptr_fs:[0x28], jne_0x374, add_rsp_0x60, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, ret, dec_r13d, je_0x275, mov_edi_0x3e8, call_0xfffffffffffe32da, jmp_0xffffffffffffff63, call_0xfffffffffffe34c0, mov_edi_dword_ptr_[rax], mov_rbp_qword_ptr_[r12], call_0xfffffffffffe32d5, push_rax, lea_rax_[rip+0xb693], mov_edx_0xea, push_rax, mov_r9_rbx, xor_eax_eax, lea_r8_[rip+0xbbbb], xor_ecx_ecx, lea_rsi_[rip+0xdd27], mov_edi_7, call_rbp, pop_rax, pop_rdx, xor_eax_eax, jmp_0xffffffffffffff82, lea_rax_[rip+0x19569], mov_rbp_qword_ptr_[rax], call_0xfffffffffffe3476, mov_edi_dword_ptr_[rax], call_0xfffffffffffe328f, sub_rsp_8, push_rax, mov_r9_rbx, xor_eax_eax, lea_r8_[rip+0xdda9], mov_ecx_0xffffffff, mov_edx_0x98, lea_rsi_[rip+0xdce2], mov_edi_3, call_rbp, pop_r14, pop_rax, xor_eax_eax, jmp_0xffffffffffffff3c, xor_esi_esi, mov_edi_ebp, call_0xfffffffffffe32ec, test_eax_eax, js_0x208, call_0xfffffffffffe2fcf, lea_r12_[rsp+0x20], mov_r9d_eax, lea_r8_[rip+0xdcf9], mov_ecx_0x32, mov_edx_1, mov_esi_0x32, mov_rdi_r12, xor_eax_eax, call_0xfffffffffffe35d7, mov_r13_r12, mov_edx_dword_ptr_[r13], add_r13_4, lea_eax_[rdx-0x1010101], not_edx, and_eax_edx, and_eax_0x80808080, je_0xffffffffffffffe9, mov_edx_eax, shr_edx_0x10, test_eax_0x8080, cmove_eax_edx, lea_rdx_[r13+2], cmove_r13_rdx, mov_ecx_eax, add_cl_al, sbb_r13_3, sub_r13_r12, mov_rdx_r13, mov_rsi_r12, mov_edi_ebp, call_0xfffffffffffe364e, mov_r14_rax, test_rax_rax, js_0x1bb, je_0xed, cmp_rax_r13, jb_0xf3, xor_edx_edx, xor_eax_eax, mov_esi_1, mov_edi_ebp, call_0xfffffffffffe3283, test_eax_eax, js_0x1c9, or_eax_1, mov_edx_eax, mov_esi_2, mov_edi_ebp, xor_eax_eax, call_0xfffffffffffe3268, mov_r8d_eax, mov_eax_1, test_r8d_r8d, jns_0xfffffffffffffe58, call_0xfffffffffffe3352, lea_r12_[rip+0x19436], mov_edi_dword_ptr_[rax], mov_r13_qword_ptr_[r12], call_0xfffffffffffe3160, sub_rsp_8, push_rax, mov_r9_rbx, lea_r8_[rip+0xddd4], mov_ecx_0xffffffff, mov_edx_0xdb, mov_edi_3, lea_rsi_[rip+0xdbae], xor_eax_eax, call_r13, pop_rdi, pop_r8, mov_rdi_rbx, call_0xfffffffffffe2e69, test_eax_eax, je_0xfffffffffffffdf7, call_0xfffffffffffe32fc, mov_edi_dword_ptr_[rax], mov_r13_qword_ptr_[r12], call_0xfffffffffffe3111, push_rax, lea_rax_[rip+0xdbd6], xor_ecx_ecx, push_rax, lea_rsi_[rip+0xdb74], mov_r9_rbx, lea_r8_[rip+0xb9f5], mov_edx_0xe7, mov_edi_7, xor_eax_eax, call_r13, pop_rcx, pop_rsi, jmp_0xfffffffffffffdb4, call_0xfffffffffffe32b0, mov_edi_dword_ptr_[rax], test_edi_edi, jne_0xc6, push_r13, lea_r12_[rip+0x19388], mov_r9_rbx, push_r14, lea_r8_[rip+0xdca4], mov_ecx_0xffffffff, mov_edx_0xcc, lea_rsi_[rip+0xdb15], mov_edi_3, xor_eax_eax, call_qword_ptr_[r12], pop_r9, pop_r10, jmp_0xffffffffffffff60, lea_r12_[rip+0x19349], mov_r13_qword_ptr_[r12], call_0xfffffffffffe3075, sub_rsp_8, push_rax, mov_r9_rbx, lea_r8_[rip+0xdbc1], mov_ecx_0xffffffff, mov_edx_0xa9, lea_rsi_[rip+0xdaca], mov_edi_3, xor_eax_eax, call_r13, pop_r11, pop_r13, jmp_0xfffffffffffffd17, call_0xfffffffffffe321d, lea_r12_[rip+0x19301], mov_edi_dword_ptr_[rax], mov_r13_qword_ptr_[r12], call_0xfffffffffffe302b, sub_rsp_8, push_rax, mov_r9_rbx, lea_r8_[rip+0xdba7], mov_ecx_0xffffffff, mov_edx_0xb9, jmp_0xfffffffffffffecd, call_0xfffffffffffe31e8, mov_edi_dword_ptr_[rax], lea_r12_[rip+0x192ca], mov_r13_qword_ptr_[r12], call_0xfffffffffffe2ff6, sub_rsp_8, push_rax, mov_r9_rbx, lea_r8_[rip+0xdba2], mov_ecx_0xffffffff, mov_edx_0xc5, jmp_0xfffffffffffffe98, call_0xfffffffffffe31b3, lea_r12_[rip+0x19297], mov_edi_dword_ptr_[rax], mov_r13_qword_ptr_[r12], call_0xfffffffffffe2fc1, sub_rsp_8, push_rax, mov_r9_rbx, lea_r8_[rip+0xdbf5], mov_ecx_0xffffffff, mov_edx_0xd4, jmp_0xfffffffffffffe63, call_0xfffffffffffe31de
endbr64, push_r13, xor_esi_esi, push_r12, push_rbp, push_rbx, mov_rbx_rdi, sub_rsp_0x38, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x28]_rax, xor_eax_eax, call_0xfffffffffffe2f7d, test_eax_eax, js_0xe6, mov_ebp_eax, mov_edi_eax, mov_rdx_rsp, xor_eax_eax, mov_esi_5, mov_qword_ptr_[rsp+8]_0, mov_dword_ptr_[rsp]_1, mov_qword_ptr_[rsp+0x10]_0, call_0xfffffffffffe3019, test_eax_eax, js_0x42, mov_edi_ebp, call_0xfffffffffffe2abe, test_eax_eax, je_0x28, lea_r9_[rip+0x191ee], lea_r8_[rip+0xb5cc], xor_ecx_ecx, mov_edx_0x104, lea_rsi_[rip+0xd983], mov_edi_7, xor_eax_eax, call_qword_ptr_[r9], xor_eax_eax, cmp_word_ptr_[rsp]_2, setne_al, jmp_0x77, call_0xfffffffffffe30d0, lea_r12_[rip+0x191b4], mov_edi_dword_ptr_[rax], mov_r13_qword_ptr_[r12], call_0xfffffffffffe2ede, sub_rsp_8, push_rax, mov_ecx_0xffffffff, mov_edx_0xfc, mov_r9_rbx, lea_r8_[rip+0xdb88], lea_rsi_[rip+0xd933], mov_edi_3, xor_eax_eax, call_r13, mov_edi_ebp, call_0xfffffffffffe2a3d, pop_rdx, pop_rcx, test_eax_eax, je_0x24, lea_r8_[rip+0xb550], xor_ecx_ecx, mov_edx_0xff, lea_rsi_[rip+0xd907], mov_edi_7, xor_eax_eax, call_qword_ptr_[r12], xor_eax_eax, mov_rcx_qword_ptr_[rsp+0x28], xor_rcx_qword_ptr_fs:[0x28], jne_0xd, add_rsp_0x38, pop_rbx, pop_rbp, pop_r12, pop_r13, ret, call_0xfffffffffffe30a3
movzx_esi_byte_ptr_[rdi], mov_rax_rdi, test_sil_sil, jne_0x21, jmp_0x48, movzx_ecx_byte_ptr_[rax], mov_rsi_rdx, mov_byte_ptr_[rdi]_cl, mov_rdx_rax, mov_rax_rsi, movzx_esi_byte_ptr_[rdx+1], inc_rdi, test_sil_sil, je_0x2b, movzx_ecx_byte_ptr_[rax+1], lea_rdx_[rax+1], cmp_sil_0x2d, jne_0xffffffffffffffda, test_cl_cl, je_0xffffffffffffffd6, cmp_cl_0x2d, jne_0x18, mov_byte_ptr_[rdi]_cl, add_rax_2, inc_rdi, movzx_esi_byte_ptr_[rdx+1], test_sil_sil, jne_0xffffffffffffffd9, mov_byte_ptr_[rdi]_0, ret, mov_byte_ptr_[rdi]_0, mov_rax_rdx, ret
endbr64, push_r15, push_r14, push_r13, push_r12, push_rbp, xor_ebp_ebp, push_rbx, sub_rsp_8, test_esi_esi, je_0x7e, mov_rbx_rdi, movsx_edi_byte_ptr_[rbx], mov_r13_rcx, lea_r14d_[rsi-1], mov_r12d_ebp, test_dil_dil, jne_0x11, jmp_0x67, movsx_edi_byte_ptr_[rbx+1], inc_rbx, test_dil_dil, je_0x5a, call_0xfffffffffffe3124, test_eax_eax, jne_0xffffffffffffffed, mov_qword_ptr_[r13+rbp*8]_rbx, movsx_r15_byte_ptr_[rbx], test_r15b_r15b, je_0x29, call_0xfffffffffffe2ccd, mov_rax_qword_ptr_[rax], jmp_0xe, movsx_r15_byte_ptr_[rbx], test_r15b_r15b, je_0x13, mov_rdx_rbx, inc_rbx, test_byte_ptr_[rax+r15*2+1]_0x20, je_0xffffffffffffffeb, mov_byte_ptr_[rdx]_0, inc_r12d, lea_rax_[rbp+1], cmp_r14_rbp, je_0x21, movsx_edi_byte_ptr_[rbx], mov_rbp_rax, mov_r12d_ebp, test_dil_dil, jne_0xffffffffffffffaa, add_rsp_8, pop_rbx, mov_eax_ebp, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, mov_ebp_r12d, jmp_0xffffffffffffffec
endbr64, push_rbp, push_rbx, mov_rbx_r8, sub_rsp_0x18, test_rcx_rcx, sete_r8b, test_rbx_rbx, sete_al, or_r8b_al, jne_0x63, test_rdx_rdx, je_0x5e, mov_rbp_rcx, test_rdi_rdi, je_0x8e, test_rsi_rsi, je_0xa5, mov_qword_ptr_[rsp+8]_rdx, call_0x1782, mov_rdx_qword_ptr_[rsp+8], mov_rdi_rax, mov_qword_ptr_[rdx]_rax, test_rax_rax, je_0x87, call_0xfffffffffffffe99, mov_qword_ptr_[rbp]_rax, mov_rdi_rax, call_0xfffffffffffffe8d, mov_qword_ptr_[rbx]_rax, mov_rdi_rax, call_0xfffffffffffffe82, add_rsp_0x18, pop_rbx, mov_eax_1, pop_rbp, ret, lea_r8_[rip+0xdb19], mov_ecx_0xffffffff, mov_edx_0x63, lea_r9_[rip+0x18f78], xor_eax_eax, lea_rsi_[rip+0xda8d], mov_edi_3, call_qword_ptr_[r9], add_rsp_0x18, pop_rbx, xor_eax_eax, pop_rbp, ret, mov_rdi_qword_ptr_[rdx], test_rdi_rdi, jne_0xffffffffffffff99, lea_r8_[rip+0xdaa2], mov_ecx_0xffffffff, mov_edx_0x6b, jmp_0xffffffffffffffc0, lea_r8_[rip+0xda6c], mov_ecx_0xffffffff, mov_edx_0x68, jmp_0xffffffffffffffa8
endbr64, push_rbx, mov_rbx_rsi, sub_rsp_0xd0, mov_qword_ptr_[rsp+0x38]_rcx, mov_qword_ptr_[rsp+0x40]_r8, mov_qword_ptr_[rsp+0x48]_r9, test_al_al, je_0x39, movaps_xmmword_ptr_[rsp+0x50]_xmm0, movaps_xmmword_ptr_[rsp+0x60]_xmm1, movaps_xmmword_ptr_[rsp+0x70]_xmm2, movaps_xmmword_ptr_[rsp+0x80]_xmm3, movaps_xmmword_ptr_[rsp+0x90]_xmm4, movaps_xmmword_ptr_[rsp+0xa0]_xmm5, movaps_xmmword_ptr_[rsp+0xb0]_xmm6, movaps_xmmword_ptr_[rsp+0xc0]_xmm7, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x18]_rax, xor_eax_eax, lea_rax_[rsp+0xe0], mov_qword_ptr_[rsp+8]_rax, mov_r8_rdx, lea_rax_[rsp+0x20], mov_r9_rsp, mov_rcx_-1, mov_edx_1, mov_rsi_rbx, mov_dword_ptr_[rsp]_0x18, mov_dword_ptr_[rsp+4]_0x30, mov_qword_ptr_[rsp+0x10]_rax, call_0xfffffffffffe297c, test_eax_eax, js_0x29, movsxd_rdx_eax, cmp_rdx_rbx, mov_edx_0xffffffff, cmovae_eax_edx, mov_rcx_qword_ptr_[rsp+0x18], xor_rcx_qword_ptr_fs:[0x28], jne_0x12, add_rsp_0xd0, pop_rbx, ret, mov_eax_0xffffffff, jmp_0xffffffffffffffe2, call_0xfffffffffffe2db5
endbr64, push_rbx, mov_esi_0x2f, mov_rbx_rdi, call_0xfffffffffffe2ac3, lea_rdi_[rax+1], test_rax_rax, mov_rax_rbx, cmovne_rax_rdi, pop_rbx, ret
endbr64, push_r15, push_r14, push_r13, mov_r13_rdx, push_r12, push_rbp, push_rbx, mov_rbx_rdi, sub_rsp_0x48, mov_qword_ptr_[rsp+0x18]_rdi, mov_qword_ptr_[rsp+8]_rsi, mov_edi_0x10, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x38]_rax, xor_eax_eax, call_0xfffffffffffe2819, mov_qword_ptr_[rbx]_0, test_rax_rax, je_0xee, mov_dword_ptr_[rsp+0x14]_0, mov_r15_rax, mov_ebp_0x10, lea_r12_[rsp+0x20], mov_r14d_0x10, jmp_0x36, mov_rdi_r15, call_0xfffffffffffe296d, add_ebp_ebp, lea_eax_[rbx+1], test_ebx_ebx, cmovns_ebp_eax, movsxd_r14_ebp, mov_rdi_r14, call_0xfffffffffffe27c8, mov_r15_rax, test_rax_rax, je_0xa1, inc_dword_ptr_[rsp+0x14], movdqu_xmm0_xmmword_ptr_[r13], mov_rax_qword_ptr_[r13+0x10], mov_r8_qword_ptr_[rsp+8], mov_r9_r12, mov_rcx_-1, mov_edx_1, mov_rsi_r14, mov_rdi_r15, mov_qword_ptr_[r12+0x10]_rax, movups_xmmword_ptr_[r12]_xmm0, call_0xfffffffffffe2845, mov_ebx_eax, cmp_eax_ebp, jae_0xffffffffffffff9c, cmp_dword_ptr_[rsp+0x14]_1, jg_0x35, mov_rax_qword_ptr_[rsp+0x18], mov_qword_ptr_[rax]_r15, lea_eax_[rbx+1], mov_rcx_qword_ptr_[rsp+0x38], xor_rcx_qword_ptr_fs:[0x28], jne_0x45, add_rsp_0x48, pop_rbx, pop_rbp, pop_r12, pop_r13, pop_r14, pop_r15, ret, mov_rdi_r15, call_0xfffffffffffe2c1d, mov_rcx_qword_ptr_[rsp+0x18], mov_rdi_r15, mov_qword_ptr_[rcx]_rax, test_rax_rax, je_9, call_0xfffffffffffe28b8, jmp_0xffffffffffffffb8, call_0xfffffffffffe28b1, mov_eax_0xffffffff, jmp_0xffffffffffffffaf, call_0xfffffffffffe2c45
endbr64, sub_rsp_0xd8, mov_qword_ptr_[rsp+0x30]_rdx, mov_qword_ptr_[rsp+0x38]_rcx, mov_qword_ptr_[rsp+0x40]_r8, mov_qword_ptr_[rsp+0x48]_r9, test_al_al, je_0x39, movaps_xmmword_ptr_[rsp+0x50]_xmm0, movaps_xmmword_ptr_[rsp+0x60]_xmm1, movaps_xmmword_ptr_[rsp+0x70]_xmm2, movaps_xmmword_ptr_[rsp+0x80]_xmm3, movaps_xmmword_ptr_[rsp+0x90]_xmm4, movaps_xmmword_ptr_[rsp+0xa0]_xmm5, movaps_xmmword_ptr_[rsp+0xb0]_xmm6, movaps_xmmword_ptr_[rsp+0xc0]_xmm7, mov_rax_qword_ptr_fs:[0x28], mov_qword_ptr_[rsp+0x18]_rax, xor_eax_eax, lea_rax_[rsp+0xe0], mov_qword_ptr_[rsp+8]_rax, mov_rdx_rsp, lea_rax_[rsp+0x20], mov_dword_ptr_[rsp]_0x10, mov_dword_ptr_[rsp+4]_0x30, mov_qword_ptr_[rsp+0x10]_rax, call_0xfffffffffffffe2d, mov_rcx_qword_ptr_[rsp+0x18], xor_rcx_qword_ptr_fs:[0x28], jne_0xa, add_rsp_0xd8, ret, call_0xfffffffffffe2b90
endbr64, test_rsi_rsi, je_0x29, add_rsi_rdi, xor_eax_eax, movsx_ecx_byte_ptr_[rdi], cmp_ecx_edx, sete_cl, movzx_ecx_cl, inc_rdi, add_eax_ecx, cmp_rdi_rsi, jne_0xffffffffffffffed, ret, xor_eax_eax, ret
endbr64, movzx_edx_byte_ptr_[rdi], test_dl_dl, je_0x47, xor_ecx_ecx, mov_eax_1, jmp_0x17, cmp_esi_0x22, je_0x16, inc_rax, movzx_edx_byte_ptr_[rdi+rax-1], test_dl_dl, je_0x18, movsx_esi_dl, cmp_dl_0x5c, jne_0xffffffffffffffe9, inc_rax, movzx_edx_byte_ptr_[rdi+rax-1], inc_ecx, test_dl_dl, jne_0xffffffffffffffec, movsxd_rcx_ecx, add_rax_rcx, ret, mov_eax_1, ret
endbr64, push_r14, mov_eax_1, mov_r9d_1, push_r13, mov_r13_rcx, push_r12, mov_r12_rdx, push_rbp, mov_rbp_rsi, push_rbx, movzx_edx_byte_ptr_[rsi], test_dl_dl, je_0x23, cmp_dl_0x2d, sete_dl, movzx_edx_dl, inc_r9, add_eax_edx, movzx_edx_byte_ptr_[rbp+r9-1], test_dl_dl, jne_0xffffffffffffffea, movzx_edx_byte_ptr_[r12], test_dl_dl, je_0x28, mov_rcx_r12, sub_rcx_r9, cmp_dl_0x2d, sete_dl, movzx_edx_dl, inc_r9, add_eax_edx, movzx_edx_byte_ptr_[rcx+r9], test_dl_dl, jne_0xffffffffffffffeb, test_r13_r13, je_0xf, movzx_edx_byte_ptr_[r13], test_dl_dl, jne_0x13d, cdqe, lea_rbx_[rax+r9], mov_rsi_rbx, call_0xfde, mov_r14_rax, test_rax_rax, je_0x163, movzx_esi_byte_ptr_[rbp], mov_rdx_rax, test_sil_sil, jne_0x27, jmp_0x49, mov_rsi_rcx, mov_rcx_rdx, mov_rdx_rsi, movzx_esi_byte_ptr_[rbp], inc_rbp, mov_byte_ptr_[rcx]_sil, movzx_esi_byte_ptr_[rbp], test_sil_sil, je_0x2e, lea_rcx_[rdx+1], lea_rax_[rdx+2], cmp_sil_0x2d, jne_0xffffffffffffffd8, lea_rsi_[rdx+3], mov_byte_ptr_[rdx]_0x2d, mov_rdx_rax, mov_rax_rsi, jmp_0xffffffffffffffd2, lea_rax_[rax+1], mov_byte_ptr_[rdx]_0x2d, movzx_ecx_byte_ptr_[r12], test_cl_cl, jne_0x22, jmp_0x34, mov_rcx_rdx, mov_rdx_rax, mov_rax_rcx, movzx_ecx_byte_ptr_[r12], inc_r12, mov_byte_ptr_[rdx]_cl, movzx_ecx_byte_ptr_[r12], test_cl_cl, je_0x16, lea_rdx_[rax+1], cmp_cl_0x2d, jne_0xffffffffffffffdd, mov_byte_ptr_[rax]_0x2d, add_rax_2, jmp_0xffffffffffffffdd, test_r13_r13, je_0x65, movzx_edx_byte_ptr_[r13], test_dl_dl, je_0x5c, cmp_dl_0x5f, je_0xa7, mov_byte_ptr_[rax]_0x2d, lea_rcx_[rax+1], movzx_edx_byte_ptr_[r13], test_dl_dl, je_0x39, mov_rax_rcx, jmp_0x22, mov_rdx_rcx, mov_rcx_rax, mov_rax_rdx, movzx_edx_byte_ptr_[r13], inc_r13, mov_byte_ptr_[rcx]_dl, movzx_edx_byte_ptr_[r13], test_dl_dl, je_0x1e, lea_rcx_[rax+1], cmp_dl_0x2d, jne_0xffffffffffffffdd, mov_byte_ptr_[rax]_0x2d, add_rax_2, jmp_0xffffffffffffffdd, mov_rax_rcx, mov_byte_ptr_[rax]_0, pop_rbx, pop_rbp, pop_r12, pop_r13, mov_rax_r14, pop_r14, ret, mov_rsi_r13, sub_rsi_r9, lea_ecx_[rax+1], cmp_dl_0x2d, jne_9, lea_edx_[rax+2], mov_eax_ecx, mov_ecx_edx, inc_r9, movzx_edx_byte_ptr_[rsi+r9], test_dl_dl, jne_0xffffffffffffffe7, mov_eax_ecx, jmp_0xfffffffffffffe9c, mov_rcx_rax, jmp_0xffffffffffffff6c, sub_rsp_8, push_r13, lea_r10_[rip+0x18963], mov_r9_rbx, push_r12, lea_r8_[rip+0xd52f], mov_ecx_0xffffffff, push_rbp, mov_edx_0x15f, lea_rsi_[rip+0xd463], mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], add_rsp_0x20, jmp_0xffffffffffffff72
endbr64, push_r15, push_r14, push_r13, mov_r13_rsi, push_r12, mov_r12_rdi, mov_rdi_rsi, push_rbp, mov_rbp_rdx, push_rbx, mov_rbx_rcx, sub_rsp_8, call_0xfffffffffffe24ef, mov_rdi_rbp, mov_r15_rax, call_0xfffffffffffe24e4, mov_r14_rax, test_rbx_rbx, je_0x79, mov_rdi_rbx, call_0xfffffffffffe24d4, lea_r14_[r15+r14+2], add_r14_rax, mov_rdi_r12, mov_rsi_r14, call_0xde1, mov_r12_rax, test_rax_rax, je_0x7e, cmp_byte_ptr_[rbx]_0, lea_rax_[rip+0xd43f], lea_rdx_[rip+0x66f2], cmove_rax_rdx, push_rbx, mov_rdx_-1, mov_r9_rbp, push_rax, mov_r8_r13, lea_rcx_[rip+0xd420], mov_esi_1, mov_rdi_r12, xor_eax_eax, call_0xfffffffffffe297f, pop_rax, pop_rdx, add_rsp_8, pop_rbx, pop_rbp, mov_rax_r12, pop_r12, pop_r13, pop_r14, pop_r15, ret, lea_r14_[r15+rax+2], mov_rdi_r12, mov_rsi_r14, call_0xd75, mov_r12_rax, lea_rbx_[rip+0x6695], test_rax_rax, je_0xb, mov_rax_rbx, jmp_0xffffffffffffff9f, push_rbx, lea_r10_[rip+0x18850], mov_ecx_0xffffffff, push_rbp, lea_rsi_[rip+0xd361], mov_r9_r14, lea_r8_[rip+0xd449], mov_edx_0x17f, mov_edi_3, xor_eax_eax, call_qword_ptr_[r10], pop_rcx, pop_rsi, xor_r12d_r12d, jmp_0xffffffffffffff8d
endbr64, movzx_edx_byte_ptr_[rsi], mov_rax_rdi, mov_rcx_rdi, test_dl_dl, jne_0x28, jmp_0x3f, cmp_r9d_0x22, je_0x28, mov_rdx_r8, mov_r8_rcx, mov_rcx_rdx, movzx_edx_byte_ptr_[rsi], inc_rsi, mov_byte_ptr_[r8]_dl, movzx_edx_byte_ptr_[rsi], test_dl_dl, je_0x1b, movsx_r9d_dl, lea_r8_[rcx+1], cmp_dl_0x5c, jne_0xffffffffffffffd6, mov_byte_ptr_[rcx]_0x5c, add_rcx_2, jmp_0xffffffffffffffdc, mov_byte_ptr_[rcx]_0, ret
endbr64, movzx_edx_byte_ptr_[rdi], lea_rax_[rdi+1], test_dl_dl, jne_0x15, jmp_0x89, movzx_edx_byte_ptr_[rax], inc_rax, test_dl_dl, je_0x78, lea_rsi_[rax-1], cmp_dl_0x5c, jne_0xffffffffffffffef, movzx_edx_byte_ptr_[rax], cmp_dl_0x22, je_7, cmp_dl_0x5c, jne_0xffffffffffffffe2, mov_byte_ptr_[rsi]_dl, movzx_edx_byte_ptr_[rsi+2], lea_rdi_[rsi+2], lea_rcx_[rsi+3], test_dl_dl, jne_0x1e, jmp_0x47, mov_byte_ptr_[rax]_dl, lea_rsi_[rcx+1], inc_rax, movzx_edx_byte_ptr_[rcx], test_dl_dl, je_0x33, mov_rdi_rcx, mov_rcx_rsi, cmp_dl_0x5c, jne_0xffffffffffffffe7, movzx_esi_byte_ptr_[rdi+1], cmp_sil_0x5c, je_8, cmp_sil_0x22, jne_0xffffffffffffffd7, mov_edx_esi, mov_byte_ptr_[rax]_dl, lea_rcx_[rdi+2], inc_rax, movzx_edx_byte_ptr_[rcx], lea_rsi_[rcx+1], test_dl_dl, jne_0xffffffffffffffd1, mov_byte_ptr_[rax]_0, ret, ret
endbr64, movzx_eax_byte_ptr_[rdi], lea_r9_[rdi+1], mov_rcx_rdi, xor_r10d_r10d, xor_r8d_r8d, test_al_al, jne_0x2d, jmp_0x58, cmp_al_0x3a, jne_0x6e, test_r8_r8, cmove_r8_rcx, mov_eax_0x3a, mov_rdi_r9, mov_byte_ptr_[rcx]_al, inc_rcx, lea_r9_[rdi+1], movzx_eax_byte_ptr_[rdi], test_al_al, je_0x2f, cmp_al_0x5c, jne_0xffffffffffffffdb, movzx_eax_byte_ptr_[rdi+1], cmp_al_0x3a, je_0x1b, cmp_al_0x5c, je_0x17, cmp_al_0x40, je_0x13, mov_eax_0x5c, mov_rdi_r9, jmp_0xffffffffffffffd4, add_rdi_2, jmp_0xffffffffffffffc7, mov_byte_ptr_[rcx]_0, test_rsi_rsi, je_5, mov_qword_ptr_[rsi]_r8, test_rdx_rdx, je_0xa, mov_qword_ptr_[rdx]_r10, ret, ret, cmp_al_0x40, jne_7, test_r10_r10, je_9, mov_rdi_r9, jmp_0xffffffffffffff97, mov_r10_rcx, mov_eax_0x40, jmp_0xfffffffffffffff1
